,Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,Review
2407,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,3/21/2016,8.6,Park Inn by Radisson Uno City Vienna,United States of America,0,2341,44,2,9.6,"[' Leisure trip ', ' Family with older children ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",500 day,48.2340799,16.4210093,The front desk staff was very kind and allowed a late check out till 2pm The room is very clean and comfortable The breakfast was wonderful with a great variety of different food I indeed recommend this hotel for stay in Vienna
2408,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,3/21/2016,8.6,Park Inn by Radisson Uno City Vienna,Bosnia and Herzegovina,0,2341,42,1,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",500 day,48.2340799,16.4210093,The breakfast was quite good with ample variety The rooms and the hotel were very clean and well kept The staff was exceptionally helpful and friendly The location is excellent especially the proximity to the VIC and the metro station
2412,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42372,8.6,Park Inn by Radisson Uno City Vienna,Serbia,0,2341,28,18,10,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']",520 day,48.2340799,16.4210093,The location is wonderful opposite to UN center close to the lake river The room is nice and clean The breakfast was great Everything was perfect
2417,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,2/16/2016,8.6,Park Inn by Radisson Uno City Vienna,Romania,0,2341,50,18,10,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",534 day,48.2340799,16.4210093,Great value for money Parking wi fi working well breakfast included at no extta charge Wr travelled with a 1 year old crib was installed in the room when we entered Large room enough space for a family like ours I would recommend it to my close friends
2423,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,1/14/2016,8.6,Park Inn by Radisson Uno City Vienna,Australia,0,2341,82,3,9.2,"[' Leisure trip ', ' Family with older children ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",567 day,48.2340799,16.4210093,The hotel is at a good location We made a mistake by took the train to the city than changed again to get to the hotel instead of taking a shuttle bus which is cheaper and get off right at the hotel as in provided information Rooms are spacious and comfortable but the design is a bit tired and the carpet colour in one room make it appear dirty With metro at walking distance we can go anywhere we wish
2424,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42644,8.6,Park Inn by Radisson Uno City Vienna,Greece,0,2341,289,2,10,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 7 nights ']",571 day,48.2340799,16.4210093,Having travelled extensively around the world for business or vacation i can freely declare that this is the best hotel staff i ve ever met Me and my wife got sick in Vienna an intestinal virous was exterminating Vienna population during Christmas holiday time and for the three days it lasted we felt like being sick back home The front desk staff took care of the doctor we had what we asked for from the bar dinner etc and soon we were up and running again Apart from all these the light brown wooden furniture reminded us of staying in a chalet the warmth literally and the cleanliness of the room and the whole facility took our staying to another level The location on Uno was the best possible as it is just 10 minutes walk from the gigantic nearby mall and 3 minutes walk from the Metro station Billa market is just across the street providing whatever you like the room has a small fridge and you can keep things fresh in there For those loving Greek cuisine Nikos with his Argo restaurant are across the street also serving delicious Greek and Mediterranean food from 12 30 in the noon till late night Last but not least i was wandering around with a 5000 Euro camera lens combination on my shoulder and felt safer than 99 9 of the rest of the world i ve been to The neighborhood is as peaceful as a monastery well so is the whole of Vienna and there are lots to see around What else can i say i ve been in Vienna about a hundred times honestly but finally i ve found a new home there The Park Inn
2432,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,12/31/2015,8.6,Park Inn by Radisson Uno City Vienna,Croatia,0,2341,45,1,10,"[' Leisure trip ', ' Family with older children ', ' Family Room ', ' Stayed 2 nights ']",581 day,48.2340799,16.4210093,Perfect location with gratis underground garage easy access from main streets U Bahn station across the street very friendly staff delicious breakfast nice large family room ideal for a family visit to Vienna We particularly liked the attention we received from the staff
2433,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,12/30/2015,8.6,Park Inn by Radisson Uno City Vienna,United States of America,0,2341,59,12,8.8,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 2 nights ']",582 day,48.2340799,16.4210093,We loved our stay at this hotel Our family sized room was excellent Plenty of room and the kids loved the bunk beds The staff was very friendly and helpful The location is pretty good metro access was across the street and a 10 minute ride into downtown The value for the price we paid was excellent
2436,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,12/27/2015,8.6,Park Inn by Radisson Uno City Vienna,Serbia,0,2341,51,18,10,"[' Leisure trip ', ' Family with older children ', ' Standard Triple Room ', ' Stayed 3 nights ']",585 day,48.2340799,16.4210093,Perfect location close to the Vienna International Center Danube Tower Danube Park Danube Center and Austria Center Vienna Metro station U1 Kaisermuhlen VIC only 5 minutes walk from hotel and 10 minutes to the city center Nice large room clean friendly staff free wifi good breakfast and car parking
2440,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42350,8.6,Park Inn by Radisson Uno City Vienna,Italy,0,2341,47,44,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",600 day,48.2340799,16.4210093,Big comfortable rooms private car parking extremely rich breakfast nice staff Just a short walk from the u bahn station and a 15 minutes journey to the city center There is no place to eat nearby the hotel a short u bahn journey is necessary
2441,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42167,8.6,Park Inn by Radisson Uno City Vienna,Czech Republic,0,2341,27,1,9.6,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 1 night ']",606 day,48.2340799,16.4210093,very good location near to the metro station 100m VIC and center warm in room rich breakfast helpfull staff modern furniture i can only recommend
2442,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42167,8.6,Park Inn by Radisson Uno City Vienna,United States of America,0,2341,48,1,10,"[' Business trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",606 day,48.2340799,16.4210093,The staff were friendly and helpful The breakfast was outstanding The location was convenient to the metro as well as to Vienna International Center The room was comfortable clean and quiet Parking in the garage was free Overall the hotel was outstanding value for the money
2444,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,10/30/2015,8.6,Park Inn by Radisson Uno City Vienna,United Kingdom,0,2341,34,13,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",643 day,48.2340799,16.4210093,Good location just outside the city centre with a metro train station on the other side of the road with very frequent trains into and around city Excellent staff good accommodation underground parking
2453,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,9/20/2015,8.6,Park Inn by Radisson Uno City Vienna,Bulgaria,0,2341,40,7,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",683 day,48.2340799,16.4210093,Hotel has free underground parking for guests of the hotel Conviently located between two underground station on 2 3 minutes walking distance Comfortable and quiet rooms at least the one which we were staying in Good value for money
2459,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42194,8.6,Park Inn by Radisson Uno City Vienna,Hungary,0,2341,45,27,10,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 4 nights ']",696 day,48.2340799,16.4210093,Everything was excellent The staff was very helpfull taking care about our needs solving all problems and even offering to us pleasant surprises we have been upgraded to a Junior Suite Executive for a more pleasant holiday We will come back for sure
2472,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,8/14/2015,8.6,Park Inn by Radisson Uno City Vienna,United States of America,0,2341,48,7,10,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",720 day,48.2340799,16.4210093,Convenient location friendly staff excellent service knowledgeable about Vienna places of interest informative as to the best place to eat within the areas from the hotel I would highly recommend this property to all my friends and family Will stay at the same property next summer
2474,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,7/24/2017,8.6,Park Inn by Radisson Uno City Vienna,Russia,0,2341,10,17,9,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",10 days,48.2340799,16.4210093,All is pretty good convenient placement and parking
2476,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42862,8.6,Park Inn by Radisson Uno City Vienna,,0,2341,7,1,8.3,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ']",29 days,48.2340799,16.4210093,Nice location room and breakfast
2480,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,6/23/2017,8.6,Park Inn by Radisson Uno City Vienna,United Kingdom,0,2341,8,5,9.2,"[' Business trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",41 days,48.2340799,16.4210093,Staff very good and helpful Room comfortable
2487,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,5/26/2017,8.6,Park Inn by Radisson Uno City Vienna,Israel,0,2341,9,1,7.5,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",69 days,48.2340799,16.4210093,The hotel is close to the train station
2491,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42952,8.6,Park Inn by Radisson Uno City Vienna,United States of America,0,2341,5,1,10,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']",87 days,48.2340799,16.4210093,great bacon and eggs
2495,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42740,8.6,Park Inn by Radisson Uno City Vienna,Poland,0,2341,10,23,9.2,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",94 days,48.2340799,16.4210093,Very covenient location and good value for money
2502,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,3/24/2017,8.6,Park Inn by Radisson Uno City Vienna,Saudi Arabia,0,2341,15,4,10,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",132 day,48.2340799,16.4210093,That was a very nice experience excellent facilities at the hotel with professional staff
2507,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,2/25/2017,8.6,Park Inn by Radisson Uno City Vienna,Hungary,0,2341,27,27,10,"[' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",159 day,48.2340799,16.4210093,Everything was excellent as always More I was granted with a nice gift from the hotel a room upgrade Thank you for your kind hospitality
2508,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,2/24/2017,8.6,Park Inn by Radisson Uno City Vienna,Netherlands,0,2341,7,1,10,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 3 nights ']",160 day,48.2340799,16.4210093,Very friendly polite and helpful staff
2509,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,2/15/2017,8.6,Park Inn by Radisson Uno City Vienna,Bulgaria,0,2341,15,2,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 4 nights ']",169 day,48.2340799,16.4210093,The room was very clean good breakfast The staff was polite and friendly
2510,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42827,8.6,Park Inn by Radisson Uno City Vienna,Czech Republic,0,2341,20,43,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 5 nights ']",180 day,48.2340799,16.4210093,Amazing location great and rich breakfast helpful staff fast internet connection lovely facilities including gym bar and terrace
2512,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,1/17/2017,8.6,Park Inn by Radisson Uno City Vienna,Romania,0,2341,4,5,10,"[' Leisure trip ', ' Family with young children ', ' Standard Triple Room ', ' Stayed 1 night ']",198 day,48.2340799,16.4210093,Very good
2514,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42979,8.6,Park Inn by Radisson Uno City Vienna,Slovakia,0,2341,10,14,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",206 day,48.2340799,16.4210093,Free parking Good breakfast Large room Welcome drink
2515,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42948,8.6,Park Inn by Radisson Uno City Vienna,Croatia,0,2341,21,3,8.3,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",207 day,48.2340799,16.4210093,Garage is below hotel and metro station is near Location is two train station from heart of the city
2516,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42856,8.6,Park Inn by Radisson Uno City Vienna,Croatia,0,2341,9,4,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",210 day,48.2340799,16.4210093,Big room excellent breakfast warm and clean
2517,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42795,8.6,Park Inn by Radisson Uno City Vienna,Greece,0,2341,8,3,10,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 9 nights ', ' Submitted from a mobile device ']",212 day,48.2340799,16.4210093,Overall excellent stay Extraordinarily friendly staff
2518,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42795,8.6,Park Inn by Radisson Uno City Vienna,Philippines,0,2341,14,14,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 6 nights ']",212 day,48.2340799,16.4210093,The hotel is in a quiet location and near the train station
2519,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,12/29/2016,8.6,Park Inn by Radisson Uno City Vienna,Romania,0,2341,2,1,8.3,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",217 day,48.2340799,16.4210093,Everything
2520,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,12/21/2016,8.6,Park Inn by Radisson Uno City Vienna,Croatia,0,2341,18,3,10,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",225 day,48.2340799,16.4210093,PARKING IN THE GARAGE LESS THEN 10 MIN WITH U BAHN TO THE STEPHANS PLATZ GREAT BREAKFAST
2527,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42716,8.6,Park Inn by Radisson Uno City Vienna,Slovakia,0,2341,13,7,10,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",234 day,48.2340799,16.4210093,Great location near U bahn absolutely quiet room good breakfast serviceable stuff
2528,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42716,8.6,Park Inn by Radisson Uno City Vienna,Slovenia,0,2341,10,19,9.2,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",234 day,48.2340799,16.4210093,Will go again for sure It was great
